,name,pos,type,connection,voltage,connection_length
58,LV5.201 Bus 90,"(3.5605633802816765, 2.2799565217387183)",bus,,lv,
59,LV5.201 Bus 51,"(1.1126760563382092, 5.838913043475856)",bus,,lv,
60,LV5.201 Bus 22,"(2.5591549295769918, 3.614565217391132)",bus,,lv,
61,LV5.201 Bus 24,"(2.6704225352115043, 0.6116956521741879)",bus,,lv,
62,LV5.201 Bus 34,"(1.3908450704230086, 5.394043478259701)",bus,,lv,
63,LV5.201 Bus 104,"(2.2809859154931806, 2.8360434782628623)",bus,,lv,
64,LV5.201 Bus 54,"(1.3908450704230086, 4.949173913043547)",bus,,lv,
65,LV5.201 Bus 38,"(3.504929577464914, 3.447739130433099)",bus,,lv,
66,LV5.201 Bus 69,"(2.6147887323937535, 1.0565652173903421)",bus,,lv,
67,LV5.201 Bus 14,"(3.89436619718225, 5.89452173912985)",bus,,lv,
68,LV5.201 Bus 17,"(1.3908450704230086, 3.8369999999992093)",bus,,lv,
69,LV5.201 Bus 63,"(3.5605633802816765, 3.2253043478250216)",bus,,lv,
70,LV5.201 Bus 97,"(1.335211267605258, 5.171608695651624)",bus,,lv,
71,LV5.201 Bus 65,"(0.8901408450701721, 2.1687391304346795)",bus,,lv,
72,LV5.201 Bus 37,"(0.8901408450701721, 2.5580000000007903)",bus,,lv,
73,LV5.201 Bus 6,"(2.2809859154931806, 2.613608695650834)",bus,,lv,
74,LV5.201 Bus 103,"(0.6676056338031231, 4.726739130435469)",bus,,lv,
75,LV5.201 Bus 84,"(2.5591549295769918, 5.838913043475856)",bus,,lv,
76,LV5.201 Bus 47,"(0.0, 5.616478260867778)",bus,,lv,
77,LV5.201 Bus 48,"(0.6676056338031231, 4.949173913043547)",bus,,lv,
78,LV5.201 Bus 67,"(1.2795774647884959, 2.5580000000007903)",bus,,lv,
79,LV5.201 Bus 77,"(0.8901408450701721, 2.780434782608867)",bus,,lv,
80,LV5.201 Bus 96,"(0.8901408450701721, 3.8369999999992093)",bus,,lv,
81,LV5.201 Bus 52,"(2.5035211267602295, 3.447739130433099)",bus,,lv,
82,LV5.201 Bus 99,"(0.5563380281695987, 1.445826086956453)",bus,,lv,
83,LV5.201 Bus 28,"(2.5591549295769918, 3.8369999999992093)",bus,,lv,
84,LV5.201 Bus 58,"(3.504929577464914, 5.227217391301668)",bus,,lv,
85,LV5.201 Bus 88,"(2.6704225352115043, 0.2224347826080772)",bus,,lv,
86,LV5.201 Bus 53,"(0.6676056338031231, 5.338434782609657)",bus,,lv,
87,LV5.201 Bus 92,"(3.504929577464914, 2.0575217391306406)",bus,,lv,
88,LV5.201 Bus 74,"(1.0570422535214468, 5.616478260867778)",bus,,lv,
89,LV5.201 Bus 55,"(0.5563380281695987, 1.8906956521726073)",bus,,lv,
90,LV5.201 Bus 3,"(0.5563380281695987, 2.3355652173927126)",bus,,lv,
91,LV5.201 Bus 60,"(2.2809859154931806, 1.167782608698332)",bus,,lv,
92,LV5.201 Bus 91,"(0.5563380281695987, 2.5580000000007903)",bus,,lv,
93,LV5.201 Bus 2,"(2.837323943661791, 2.2799565217387183)",bus,,lv,
94,LV5.201 Bus 80,"(1.3908450704230086, 3.33652173912906)",bus,,lv,
95,LV5.201 Bus 9,"(2.5035211267602295, 4.837956521739509)",bus,,lv,
96,LV5.201 Bus 39,"(3.95, 5.672086956521773)",bus,,lv,
97,LV5.201 Bus 46,"(2.837323943661791, 2.4467826086967515)",bus,,lv,
98,LV5.201 Bus 89,"(0.5563380281695987, 1.0009565217402985)",bus,,lv,
99,LV5.201 Bus 73,"(2.058450704225143, 6.395)",bus,,lv,
100,LV5.201 Bus 83,"(3.504929577464914, 3.8369999999992093)",bus,,lv,
101,LV5.201 Bus 12,"(2.2809859154931806, 1.3346086956524144)",bus,,lv,
102,LV5.201 Bus 68,"(3.504929577464914, 4.003826086957243)",bus,,lv,
103,LV5.201 Bus 106,"(2.5035211267602295, 4.448695652173397)",bus,,lv,
104,LV5.201 Bus 107,"(2.2809859154931806, 1.946304347826602)",bus,,lv,
105,LV5.201 Bus 108,"(0.0, 5.394043478259701)",bus,,lv,
106,LV5.201 Bus 109,"(0.0, 5.171608695651624)",bus,,lv,
107,LV5.201 Bus 110,"(0.0, 4.949173913043547)",bus,,lv,
108,LV5.201 Bus 111,"(1.8915492957748568, 5.838913043475856)",bus,,lv,
109,LV5.201 Bus 112,"(0.0, 4.671130434781475)",bus,,lv,
110,LV5.201 Bus 113,"(0.0, 4.504304347827393)",bus,,lv,
111,MV2.101-LV5.201-Trafo 1,"(1.4742957746476577, 4.67113043478345)",trafo,MV2.101 Bus 5,lv,
112,LV5.201 Switch 214,"(1.182218309858915, 3.809195652175175)",switch,"('MV2.101 Bus 5', 'MV2.101-LV5.201-Trafo 1')",lv,
113,LV5.201 Switch 54,"(1.3630281690141333, 4.837956521739508)",switch,"('LV5.201 Bus 27', 'LV5.201 Bus 54')",lv,
114,LV5.201 Switch 53,"(1.3630281690141333, 4.643326086956453)",switch,"('LV5.201 Bus 95', 'LV5.201 Bus 27')",lv,
115,LV5.201 Switch 165,"(3.504929577464914, 2.9472608695669007)",switch,"('LV5.201 Bus 85', 'LV5.201 Bus 82')",lv,
116,LV5.201 Switch 166,"(3.504929577464914, 2.7526304347838453)",switch,"('LV5.201 Bus 82', 'LV5.201 Bus 40')",lv,
117,LV5.201 Switch 39,"(1.3630281690141333, 4.198456521738322)",switch,"('LV5.201 Bus 19', 'LV5.201 Bus 61')",lv,
118,LV5.201 Switch 38,"(1.5577464788728013, 3.9760217391302453)",switch,"('LV5.201 Bus 19', 'LV5.201 Bus 13')",lv,
119,LV5.201 Switch 215,"(1.1126760563377152, 3.9760217391302453)",switch,"('LV5.201 Bus 96', 'LV5.201 Bus 19')",lv,
120,LV5.201 Switch 216,"(1.3630281690141333, 3.9760217391302453)",switch,"('LV5.201 Bus 17', 'LV5.201 Bus 19')",lv,
121,LV5.201 Switch 10,"(3.504929577464914, 4.115043478261281)",switch,"('LV5.201 Bus 5', 'LV5.201 Bus 68')",lv,
122,LV5.201 Switch 9,"(3.504929577464914, 4.309673913042362)",switch,"('LV5.201 Bus 81', 'LV5.201 Bus 5')",lv,
123,LV5.201 Switch 174,"(2.2809859154931806, 1.66826086956453)",switch,"('LV5.201 Bus 10', 'LV5.201 Bus 86')",lv,
124,LV5.201 Switch 173,"(2.2809859154931806, 1.445826086956453)",switch,"('LV5.201 Bus 86', 'LV5.201 Bus 12')",lv,
125,LV5.201 Switch 90,"(2.8929577464785536, 1.9463043478266022)",switch,"('LV5.201 Bus 72', 'LV5.201 Bus 45')",lv,
126,LV5.201 Switch 62,"(0.6676056338031231, 5.25502173913064)",switch,"('LV5.201 Bus 31', 'LV5.201 Bus 53')",lv,
127,LV5.201 Switch 61,"(0.6676056338031231, 5.060391304347585)",switch,"('LV5.201 Bus 48', 'LV5.201 Bus 31')",lv,
128,LV5.201 Switch 163,"(3.504929577464914, 4.504304347825417)",switch,"('LV5.201 Bus 8', 'LV5.201 Bus 81')",lv,
129,LV5.201 Switch 164,"(3.504929577464914, 4.309673913042362)",switch,"('LV5.201 Bus 81', 'LV5.201 Bus 5')",lv,
130,LV5.201 Switch 121,"(1.7802816901403442, 3.7535869565221684)",switch,"('LV5.201 Bus 13', 'LV5.201 Bus 62')",lv,
131,LV5.201 Switch 135,"(2.5035211267602295, 4.115043478261281)",switch,"('LV5.201 Bus 71', 'LV5.201 Bus 49')",lv,
132,LV5.201 Switch 136,"(2.5313380281686104, 3.9204130434782263)",switch,"('LV5.201 Bus 28', 'LV5.201 Bus 71')",lv,
133,LV5.201 Switch 150,"(2.420070422535086, 2.9472608695669007)",switch,"('LV5.201 Bus 76', 'LV5.201 Bus 104')",lv,
134,LV5.201 Switch 152,"(2.5591549295769918, 3.169695652174978)",switch,"('LV5.201 Bus 76', 'LV5.201 Bus 105')",lv,
135,LV5.201 Switch 151,"(2.6982394366193914, 2.9472608695669007)",switch,"('LV5.201 Bus 21', 'LV5.201 Bus 76')",lv,
136,LV5.201 Switch 134,"(2.753873239436648, 1.9463043478266022)",switch,"('LV5.201 Bus 70', 'LV5.201 Bus 72')",lv,
137,LV5.201 Switch 133,"(2.6704225352115043, 1.6960652173915276)",switch,"('LV5.201 Bus 4', 'LV5.201 Bus 70')",lv,
138,LV5.201 Switch 202,"(3.532746478873295, 1.7794782608685686)",switch,"('LV5.201 Bus 101', 'LV5.201 Bus 20')",lv,
139,LV5.201 Switch 201,"(3.504929577464914, 1.974108695651624)",switch,"('LV5.201 Bus 92', 'LV5.201 Bus 101')",lv,
140,LV5.201 Switch 64,"(2.5591549295769918, 5.533065217390737)",switch,"('LV5.201 Bus 32', 'LV5.201 Bus 16')",lv,
141,LV5.201 Switch 63,"(2.5591549295769918, 5.338434782607682)",switch,"('LV5.201 Bus 33', 'LV5.201 Bus 32')",lv,
142,LV5.201 Switch 60,"(1.0292253521125716, 6.116956521737928)",switch,"('LV5.201 Bus 30', 'LV5.201 Bus 73')",lv,
143,LV5.201 Switch 59,"(0.0, 5.727695652171817)",switch,"('LV5.201 Bus 47', 'LV5.201 Bus 30')",lv,
144,LV5.201 Switch 8,"(2.6704225352115043, 1.4180217391314311)",switch,"('LV5.201 Bus 7', 'LV5.201 Bus 4')",lv,
145,LV5.201 Switch 7,"(2.6704225352115043, 1.6960652173915276)",switch,"('LV5.201 Bus 4', 'LV5.201 Bus 70')",lv,
146,LV5.201 Switch 119,"(1.3630281690141333, 4.198456521738322)",switch,"('LV5.201 Bus 19', 'LV5.201 Bus 61')",lv,
147,LV5.201 Switch 120,"(1.3908450704230086, 4.4208913043464)",switch,"('LV5.201 Bus 61', 'LV5.201 Bus 95')",lv,
148,LV5.201 Switch 31,"(2.5591549295769918, 5.533065217390737)",switch,"('LV5.201 Bus 32', 'LV5.201 Bus 16')",lv,
149,LV5.201 Switch 32,"(2.5591549295769918, 5.727695652171817)",switch,"('LV5.201 Bus 16', 'LV5.201 Bus 84')",lv,
150,LV5.201 Switch 70,"(0.8901408450701721, 2.4467826086967515)",switch,"('LV5.201 Bus 37', 'LV5.201 Bus 36')",lv,
151,LV5.201 Switch 71,"(0.8901408450701721, 2.252152173913696)",switch,"('LV5.201 Bus 36', 'LV5.201 Bus 65')",lv,
152,LV5.201 Switch 78,"(3.504929577464914, 2.7526304347838453)",switch,"('LV5.201 Bus 82', 'LV5.201 Bus 40')",lv,
153,LV5.201 Switch 79,"(3.504929577464914, 2.5580000000007903)",switch,"('LV5.201 Bus 40', 'LV5.201 Bus 59')",lv,
154,LV5.201 Switch 161,"(2.837323943661791, 2.5580000000007903)",switch,"('LV5.201 Bus 46', 'LV5.201 Bus 79')",lv,
155,LV5.201 Switch 160,"(2.837323943661791, 2.7526304347838453)",switch,"('LV5.201 Bus 79', 'LV5.201 Bus 21')",lv,
156,LV5.201 Switch 199,"(2.6704225352115043, 0.30584782608709393)",switch,"('LV5.201 Bus 88', 'LV5.201 Bus 100')",lv,
157,LV5.201 Switch 200,"(2.6704225352115043, 0.5004782608701492)",switch,"('LV5.201 Bus 100', 'LV5.201 Bus 24')",lv,
158,LV5.201 Switch 1,"(2.7816901408450283, 6.116956521737928)",switch,"('LV5.201 Bus 73', 'LV5.201 Bus 1')",lv,
159,LV5.201 Switch 2,"(3.504929577464914, 5.755499999998815)",switch,"('LV5.201 Bus 1', 'LV5.201 Bus 26')",lv,
160,LV5.201 Switch 96,"(2.5035211267602295, 4.115043478261281)",switch,"('LV5.201 Bus 71', 'LV5.201 Bus 49')",lv,
161,LV5.201 Switch 97,"(2.5035211267602295, 4.337478260869359)",switch,"('LV5.201 Bus 49', 'LV5.201 Bus 106')",lv,
162,LV5.201 Switch 113,"(2.5035211267602295, 4.754543478260492)",switch,"('LV5.201 Bus 57', 'LV5.201 Bus 9')",lv,
163,LV5.201 Switch 112,"(2.5035211267602295, 4.559913043477436)",switch,"('LV5.201 Bus 106', 'LV5.201 Bus 57')",lv,
164,LV5.201 Switch 117,"(3.532746478873295, 2.363369565217735)",switch,"('LV5.201 Bus 59', 'LV5.201 Bus 90')",lv,
165,LV5.201 Switch 116,"(3.504929577464914, 2.5580000000007903)",switch,"('LV5.201 Bus 40', 'LV5.201 Bus 59')",lv,
166,LV5.201 Switch 52,"(3.504929577464914, 5.560869565217734)",switch,"('LV5.201 Bus 26', 'LV5.201 Bus 75')",lv,
167,LV5.201 Switch 51,"(3.504929577464914, 5.755499999998815)",switch,"('LV5.201 Bus 1', 'LV5.201 Bus 26')",lv,
168,LV5.201 Switch 84,"(3.504929577464914, 4.86576086956453)",switch,"('LV5.201 Bus 42', 'LV5.201 Bus 87')",lv,
169,LV5.201 Switch 83,"(3.504929577464914, 5.088195652172607)",switch,"('LV5.201 Bus 58', 'LV5.201 Bus 42')",lv,
170,LV5.201 Switch 29,"(0.5563380281695987, 2.0297173913036435)",switch,"('LV5.201 Bus 55', 'LV5.201 Bus 15')",lv,
171,LV5.201 Switch 30,"(0.5563380281695987, 2.252152173913696)",switch,"('LV5.201 Bus 15', 'LV5.201 Bus 3')",lv,
172,LV5.201 Switch 125,"(0.8901408450701721, 3.5033478260870936)",switch,"('LV5.201 Bus 98', 'LV5.201 Bus 64')",lv,
173,LV5.201 Switch 124,"(0.8901408450701721, 3.7257826086951704)",switch,"('LV5.201 Bus 64', 'LV5.201 Bus 96')",lv,
174,LV5.201 Switch 21,"(2.2809859154931806, 2.0575217391306406)",switch,"('LV5.201 Bus 11', 'LV5.201 Bus 107')",lv,
175,LV5.201 Switch 22,"(2.2809859154931806, 2.279956521738718)",switch,"('LV5.201 Bus 93', 'LV5.201 Bus 11')",lv,
176,LV5.201 Switch 203,"(2.6704225352115043, 0.7229130434782265)",switch,"('LV5.201 Bus 24', 'LV5.201 Bus 102')",lv,
177,LV5.201 Switch 204,"(2.6426056338026287, 0.9453478260863035)",switch,"('LV5.201 Bus 102', 'LV5.201 Bus 69')",lv,
178,LV5.201 Switch 148,"(3.504929577464914, 5.560869565217734)",switch,"('LV5.201 Bus 26', 'LV5.201 Bus 75')",lv,
179,LV5.201 Switch 149,"(3.504929577464914, 5.338434782607682)",switch,"('LV5.201 Bus 75', 'LV5.201 Bus 58')",lv,
180,LV5.201 Switch 36,"(1.3908450704230086, 3.475543478260096)",switch,"('LV5.201 Bus 80', 'LV5.201 Bus 18')",lv,
181,LV5.201 Switch 35,"(1.3908450704230086, 3.7257826086951704)",switch,"('LV5.201 Bus 18', 'LV5.201 Bus 17')",lv,
182,LV5.201 Switch 40,"(3.532746478873295, 1.7794782608685686)",switch,"('LV5.201 Bus 101', 'LV5.201 Bus 20')",lv,
183,LV5.201 Switch 14,"(2.6704225352115043, 1.4180217391314311)",switch,"('LV5.201 Bus 7', 'LV5.201 Bus 4')",lv,
184,LV5.201 Switch 13,"(2.6426056338026287, 1.1677826086963563)",switch,"('LV5.201 Bus 69', 'LV5.201 Bus 7')",lv,
185,LV5.201 Switch 66,"(2.5591549295769918, 5.115999999997629)",switch,"('LV5.201 Bus 50', 'LV5.201 Bus 33')",lv,
186,LV5.201 Switch 65,"(2.5591549295769918, 5.338434782607682)",switch,"('LV5.201 Bus 33', 'LV5.201 Bus 32')",lv,
187,LV5.201 Switch 196,"(0.8901408450701721, 3.5033478260870936)",switch,"('LV5.201 Bus 98', 'LV5.201 Bus 64')",lv,
188,LV5.201 Switch 195,"(0.8901408450701721, 3.280913043479017)",switch,"('LV5.201 Bus 23', 'LV5.201 Bus 98')",lv,
189,LV5.201 Switch 69,"(1.0292253521130657, 5.50526086956374)",switch,"('LV5.201 Bus 74', 'LV5.201 Bus 35')",lv,
190,LV5.201 Switch 46,"(0.8901408450701721, 3.280913043479017)",switch,"('LV5.201 Bus 23', 'LV5.201 Bus 98')",lv,
191,LV5.201 Switch 45,"(0.8901408450701721, 3.058478260870939)",switch,"('LV5.201 Bus 44', 'LV5.201 Bus 23')",lv,
192,LV5.201 Switch 110,"(3.504929577464914, 3.7257826086951704)",switch,"('LV5.201 Bus 83', 'LV5.201 Bus 56')",lv,
193,LV5.201 Switch 111,"(3.504929577464914, 3.5311521739121154)",switch,"('LV5.201 Bus 56', 'LV5.201 Bus 38')",lv,
194,LV5.201 Switch 16,"(3.504929577464914, 4.504304347825417)",switch,"('LV5.201 Bus 8', 'LV5.201 Bus 81')",lv,
195,LV5.201 Switch 15,"(3.504929577464914, 4.698934782608472)",switch,"('LV5.201 Bus 87', 'LV5.201 Bus 8')",lv,
196,LV5.201 Switch 58,"(0.5563380281695987, 1.3346086956524144)",switch,"('LV5.201 Bus 29', 'LV5.201 Bus 99')",lv,
197,LV5.201 Switch 57,"(0.5563380281695987, 1.112173913044337)",switch,"('LV5.201 Bus 89', 'LV5.201 Bus 29')",lv,
198,LV5.201 Switch 190,"(1.3630281690141333, 4.643326086956453)",switch,"('LV5.201 Bus 95', 'LV5.201 Bus 27')",lv,
199,LV5.201 Switch 189,"(1.3908450704230086, 4.4208913043464)",switch,"('LV5.201 Bus 61', 'LV5.201 Bus 95')",lv,
200,LV5.201 Switch 171,"(3.532746478873295, 3.1418913043479804)",switch,"('LV5.201 Bus 63', 'LV5.201 Bus 85')",lv,
201,LV5.201 Switch 172,"(3.504929577464914, 2.9472608695669007)",switch,"('LV5.201 Bus 85', 'LV5.201 Bus 82')",lv,
202,LV5.201 Switch 208,"(2.5591549295769918, 3.169695652174978)",switch,"('LV5.201 Bus 76', 'LV5.201 Bus 105')",lv,
203,LV5.201 Switch 209,"(2.5313380281686104, 3.3643260869560576)",switch,"('LV5.201 Bus 105', 'LV5.201 Bus 52')",lv,
204,LV5.201 Switch 186,"(2.2809859154931806, 2.502391304346795)",switch,"('LV5.201 Bus 6', 'LV5.201 Bus 93')",lv,
205,LV5.201 Switch 187,"(2.2809859154931806, 2.279956521738718)",switch,"('LV5.201 Bus 93', 'LV5.201 Bus 11')",lv,
206,LV5.201 Switch 127,"(3.95, 5.560869565217734)",switch,"('LV5.201 Bus 39', 'LV5.201 Bus 66')",lv,
207,LV5.201 Switch 137,"(2.837323943661791, 2.1687391304346795)",switch,"('LV5.201 Bus 72', 'LV5.201 Bus 2')",lv,
208,LV5.201 Switch 139,"(2.753873239436648, 1.9463043478266022)",switch,"('LV5.201 Bus 70', 'LV5.201 Bus 72')",lv,
209,LV5.201 Switch 138,"(2.8929577464785536, 1.9463043478266022)",switch,"('LV5.201 Bus 72', 'LV5.201 Bus 45')",lv,
210,LV5.201 Switch 50,"(0.5563380281695987, 1.7794782608685686)",switch,"('LV5.201 Bus 25', 'LV5.201 Bus 55')",lv,
211,LV5.201 Switch 49,"(0.5563380281695987, 1.5570434782604914)",switch,"('LV5.201 Bus 99', 'LV5.201 Bus 25')",lv,
212,LV5.201 Switch 26,"(1.7802816901403442, 3.7535869565221684)",switch,"('LV5.201 Bus 13', 'LV5.201 Bus 62')",lv,
213,LV5.201 Switch 25,"(1.5577464788728013, 3.9760217391302453)",switch,"('LV5.201 Bus 19', 'LV5.201 Bus 13')",lv,
214,LV5.201 Switch 188,"(2.6704225352115043, 0.1112173913040386)",switch,"('LV5.201 Bus 94', 'LV5.201 Bus 88')",lv,
215,LV5.201 Switch 176,"(3.504929577464914, 4.698934782608472)",switch,"('LV5.201 Bus 87', 'LV5.201 Bus 8')",lv,
216,LV5.201 Switch 175,"(3.504929577464914, 4.86576086956453)",switch,"('LV5.201 Bus 42', 'LV5.201 Bus 87')",lv,
217,LV5.201 Switch 19,"(2.2809859154931806, 1.8628913043475852)",switch,"('LV5.201 Bus 107', 'LV5.201 Bus 10')",lv,
218,LV5.201 Switch 20,"(2.2809859154931806, 1.66826086956453)",switch,"('LV5.201 Bus 10', 'LV5.201 Bus 86')",lv,
219,LV5.201 Switch 99,"(2.5591549295769918, 5.115999999997629)",switch,"('LV5.201 Bus 50', 'LV5.201 Bus 33')",lv,
220,LV5.201 Switch 98,"(2.5313380281686104, 4.9213695652165494)",switch,"('LV5.201 Bus 9', 'LV5.201 Bus 50')",lv,
221,LV5.201 Switch 89,"(0.8901408450701721, 3.058478260870939)",switch,"('LV5.201 Bus 44', 'LV5.201 Bus 23')",lv,
222,LV5.201 Switch 88,"(0.8901408450701721, 2.863847826087884)",switch,"('LV5.201 Bus 77', 'LV5.201 Bus 44')",lv,
223,LV5.201 Switch 41,"(2.837323943661791, 2.7526304347838453)",switch,"('LV5.201 Bus 79', 'LV5.201 Bus 21')",lv,
224,LV5.201 Switch 42,"(2.6982394366193914, 2.9472608695669007)",switch,"('LV5.201 Bus 21', 'LV5.201 Bus 76')",lv,
225,LV5.201 Switch 181,"(3.532746478873295, 2.1687391304346795)",switch,"('LV5.201 Bus 90', 'LV5.201 Bus 92')",lv,
226,LV5.201 Switch 180,"(3.532746478873295, 2.363369565217735)",switch,"('LV5.201 Bus 59', 'LV5.201 Bus 90')",lv,
227,LV5.201 Switch 100,"(1.5855633802816762, 6.116956521737928)",switch,"('LV5.201 Bus 51', 'LV5.201 Bus 73')",lv,
228,LV5.201 Switch 101,"(1.0848591549298279, 5.727695652171817)",switch,"('LV5.201 Bus 74', 'LV5.201 Bus 51')",lv,
229,LV5.201 Switch 44,"(2.5591549295769918, 3.7257826086951704)",switch,"('LV5.201 Bus 22', 'LV5.201 Bus 28')",lv,
230,LV5.201 Switch 43,"(2.5313380281686104, 3.5311521739121154)",switch,"('LV5.201 Bus 52', 'LV5.201 Bus 22')",lv,
231,LV5.201 Switch 47,"(2.6704225352115043, 0.7229130434782265)",switch,"('LV5.201 Bus 24', 'LV5.201 Bus 102')",lv,
232,LV5.201 Switch 48,"(2.6704225352115043, 0.5004782608701492)",switch,"('LV5.201 Bus 100', 'LV5.201 Bus 24')",lv,
233,LV5.201 Switch 68,"(1.3630281690141333, 5.282826086955662)",switch,"('LV5.201 Bus 97', 'LV5.201 Bus 34')",lv,
234,LV5.201 Switch 67,"(1.2239436619722277, 5.50526086956374)",switch,"('LV5.201 Bus 34', 'LV5.201 Bus 74')",lv,
235,LV5.201 Switch 206,"(2.420070422535086, 2.9472608695669007)",switch,"('LV5.201 Bus 76', 'LV5.201 Bus 104')",lv,
236,LV5.201 Switch 207,"(2.2809859154931806, 2.724826086956848)",switch,"('LV5.201 Bus 104', 'LV5.201 Bus 6')",lv,
237,LV5.201 Switch 107,"(1.3630281690141333, 4.837956521739508)",switch,"('LV5.201 Bus 27', 'LV5.201 Bus 54')",lv,
238,LV5.201 Switch 106,"(1.3630281690141333, 5.060391304347585)",switch,"('LV5.201 Bus 54', 'LV5.201 Bus 97')",lv,
239,LV5.201 Switch 75,"(3.532746478873295, 3.3365217391290605)",switch,"('LV5.201 Bus 38', 'LV5.201 Bus 63')",lv,
