,name,pos,type,connection,voltage,connection_length
50,bus 50,"(1.4856380952380952, 0.7428)",bus,,lv,
51,bus 51,"(1.3927857142857143, 0.9285000000000001)",bus,,lv,
52,bus 52,"(1.2999333333333332, 1.1142)",bus,,lv,
53,bus 53,"(1.1142285714285713, 1.2999)",bus,,lv,
54,bus 54,"(1.8570476190476188, 0.3714)",bus,,lv,
55,bus 55,"(1.7641952380952381, 0.5571)",bus,,lv,
56,bus 56,"(1.671342857142857, 0.7428)",bus,,lv,
57,bus 57,"(1.578490476190476, 0.9285000000000001)",bus,,lv,
58,bus 58,"(1.4856380952380952, 1.1142)",bus,,lv,
59,bus 59,"(1.3927857142857143, 1.2999)",bus,,lv,
60,bus 60,"(1.2999333333333332, 1.4856)",bus,,lv,
61,bus 61,"(1.2070809523809525, 1.6713000000000002)",bus,,lv,
62,bus 62,"(1.1142285714285713, 1.8570000000000002)",bus,,lv,
63,bus 63,"(1.0213761904761904, 2.0427)",bus,,lv,
64,bus 64,"(1.9499, 0.5571)",bus,,lv,
65,bus 65,"(1.8570476190476188, 0.7428)",bus,,lv,
66,bus 66,"(1.7641952380952381, 0.9285000000000001)",bus,,lv,
67,bus 67,"(1.671342857142857, 1.1142)",bus,,lv,
68,bus 68,"(1.578490476190476, 1.2999)",bus,,lv,
69,bus 69,"(1.4856380952380952, 1.4856)",bus,,lv,
70,bus 70,"(1.3927857142857143, 1.6713000000000002)",bus,,lv,
71,bus 71,"(1.2999333333333332, 1.8570000000000002)",bus,,lv,
72,bus 72,"(1.2070809523809525, 2.0427)",bus,,lv,
73,bus 73,"(1.0213761904761904, 2.2284)",bus,,lv,
74,line0,,line,"('busbar', 'bus 2')",lv,0.021
75,line1,,line,"('bus 2', 'bus 3')",lv,0.021
76,line2,,line,"('bus 3', 'bus 4')",lv,0.021
77,line3,,line,"('bus 4', 'bus 5')",lv,0.021
78,line4,,line,"('bus 5', 'bus 6')",lv,0.021
79,line5,,line,"('bus 6', 'bus 7')",lv,0.021
80,line6,,line,"('bus 7', 'bus 8')",lv,0.021
81,line7,,line,"('bus 8', 'bus 9')",lv,0.021
82,line8,,line,"('bus 9', 'bus 10')",lv,0.021
83,line9,,line,"('bus 2', 'bus 11')",lv,0.017
84,line10,,line,"('bus 3', 'bus 12')",lv,0.017
85,line11,,line,"('bus 4', 'bus 13')",lv,0.017
86,line12,,line,"('bus 5', 'bus 14')",lv,0.017
87,line13,,line,"('bus 6', 'bus 15')",lv,0.017
88,line14,,line,"('bus 7', 'bus 16')",lv,0.017
89,line15,,line,"('bus 8', 'bus 17')",lv,0.017
90,line16,,line,"('bus 9', 'bus 18')",lv,0.017
91,line17,,line,"('bus 10', 'bus 19')",lv,0.017
92,line18,,line,"('busbar', 'bus 20')",lv,0.033
93,line19,,line,"('bus 20', 'bus 21')",lv,0.033
94,line20,,line,"('bus 21', 'bus 22')",lv,0.033
95,line21,,line,"('bus 22', 'bus 23')",lv,0.033
96,line22,,line,"('bus 23', 'bus 24')",lv,0.033
97,line23,,line,"('bus 24', 'bus 25')",lv,0.033
98,line24,,line,"('bus 25', 'bus 26')",lv,0.033
99,line25,,line,"('bus 26', 'bus 27')",lv,0.033
100,line26,,line,"('bus 27', 'bus 28')",lv,0.033
101,line27,,line,"('bus 28', 'bus 29')",lv,0.033
102,line28,,line,"('bus 29', 'bus 30')",lv,0.033
103,line29,,line,"('bus 30', 'bus 31')",lv,0.033
104,line30,,line,"('bus 20', 'bus 32')",lv,0.017
105,line31,,line,"('bus 21', 'bus 33')",lv,0.017
106,line32,,line,"('bus 22', 'bus 34')",lv,0.017
107,line33,,line,"('bus 23', 'bus 35')",lv,0.017
108,line34,,line,"('bus 24', 'bus 36')",lv,0.017
109,line35,,line,"('bus 25', 'bus 37')",lv,0.017
110,line36,,line,"('bus 26', 'bus 38')",lv,0.017
111,line37,,line,"('bus 27', 'bus 39')",lv,0.017
112,line38,,line,"('bus 28', 'bus 40')",lv,0.017
113,line39,,line,"('bus 29', 'bus 41')",lv,0.017
114,line40,,line,"('bus 30', 'bus 42')",lv,0.017
115,line41,,line,"('bus 31', 'bus 43')",lv,0.017
116,line42,,line,"('busbar', 'bus 44')",lv,0.023
117,line43,,line,"('bus 44', 'bus 45')",lv,0.023
118,line44,,line,"('bus 45', 'bus 46')",lv,0.023
119,line45,,line,"('bus 46', 'bus 47')",lv,0.023
120,line46,,line,"('bus 47', 'bus 48')",lv,0.023
121,line47,,line,"('bus 44', 'bus 49')",lv,0.017
122,line48,,line,"('bus 45', 'bus 50')",lv,0.017
123,line49,,line,"('bus 46', 'bus 51')",lv,0.017
124,line50,,line,"('bus 47', 'bus 52')",lv,0.017
125,line51,,line,"('bus 48', 'bus 53')",lv,0.017
126,line52,,line,"('busbar', 'bus 54')",lv,0.052
127,line53,,line,"('bus 54', 'bus 55')",lv,0.052
128,line54,,line,"('bus 55', 'bus 56')",lv,0.052
129,line55,,line,"('bus 56', 'bus 57')",lv,0.052
130,line56,,line,"('bus 57', 'bus 58')",lv,0.052
131,line57,,line,"('bus 58', 'bus 59')",lv,0.052
132,line58,,line,"('bus 59', 'bus 60')",lv,0.052
133,line59,,line,"('bus 60', 'bus 61')",lv,0.052
134,line60,,line,"('bus 61', 'bus 62')",lv,0.052
135,line61,,line,"('bus 62', 'bus 63')",lv,0.052
136,line62,,line,"('bus 54', 'bus 64')",lv,0.017
137,line63,,line,"('bus 55', 'bus 65')",lv,0.017
138,line64,,line,"('bus 56', 'bus 66')",lv,0.017
139,line65,,line,"('bus 57', 'bus 67')",lv,0.017
140,line66,,line,"('bus 58', 'bus 68')",lv,0.017
141,line67,,line,"('bus 59', 'bus 69')",lv,0.017
142,line68,,line,"('bus 60', 'bus 70')",lv,0.017
143,line69,,line,"('bus 61', 'bus 71')",lv,0.017
144,line70,,line,"('bus 62', 'bus 72')",lv,0.017
145,line71,,line,"('bus 63', 'bus 73')",lv,0.017
146,trafo0,"(1.2999333333333332, 0.09285)",trafo,"('mv bus', 'busbar')",lv,
147,load0,"(0.8844189285714286, 0.5571)",load,bus 11,lv,
148,load1,"(0.7915665476190477, 0.7428)",load,bus 12,lv,
149,load2,"(0.6281241980644099, 0.9720801023588683)",load,bus 13,lv,
150,load3,"(0.535271817112029, 1.1577801023588683)",load,bus 14,lv,
151,load4,"(0.44241943615964796, 1.3434801023588683)",load,bus 15,lv,
152,load5,"(0.34956705520726705, 1.5291801023588683)",load,bus 16,lv,
153,load6,"(0.25671467425488614, 1.7148801023588685)",load,bus 17,lv,
154,load7,"(0.16386229330250518, 1.9005801023588684)",load,bus 18,lv,
155,load8,"(-0.029173432216397937, 2.003645811889565)",load,bus 19,lv,
156,load9,"(1.1852384837786958, 0.6006801023588683)",load,bus 32,lv,
157,load10,"(1.0923861028263147, 0.7863801023588682)",load,bus 33,lv,
158,load11,"(0.9995337218739337, 0.9720801023588683)",load,bus 34,lv,
159,load12,"(0.9772713095238095, 1.1142)",load,bus 35,lv,
160,load13,"(0.8844189285714286, 1.2999)",load,bus 36,lv,
161,load14,"(0.7915665476190477, 1.4856)",load,bus 37,lv,
162,load15,"(0.6281241980644099, 1.7148801023588685)",load,bus 38,lv,
163,load16,"(0.535271817112029, 1.9005801023588684)",load,bus 39,lv,
164,load17,"(0.43508847254550675, 2.003645811889565)",load,bus 40,lv,
165,load18,"(0.34223609159312585, 2.1893458118895652)",load,bus 41,lv,
166,load19,"(0.2493837106407449, 2.3750458118895654)",load,bus 42,lv,
167,load20,"(0.14159988095238096, 2.5998)",load,bus 43,lv,
168,load21,"(1.5566480075882194, 0.6006801023588683)",load,bus 49,lv,
169,load22,"(1.4637956266358385, 0.7863801023588682)",load,bus 50,lv,
170,load23,"(1.3709432456834576, 0.9720801023588683)",load,bus 51,lv,
171,load24,"(1.2780908647310765, 1.1577801023588683)",load,bus 52,lv,
172,load25,"(1.0923861028263147, 1.3434801023588683)",load,bus 53,lv,
173,load26,"(1.9280575313977433, 0.6006801023588683)",load,bus 64,lv,
174,load27,"(1.8352051504453621, 0.7863801023588682)",load,bus 65,lv,
175,load28,"(1.7423527694929815, 0.9720801023588683)",load,bus 66,lv,
176,load29,"(1.6495003885406003, 1.1577801023588683)",load,bus 67,lv,
177,load30,"(1.5566480075882194, 1.3434801023588683)",load,bus 68,lv,
178,load31,"(1.4637956266358385, 1.5291801023588683)",load,bus 69,lv,
179,load32,"(1.3709432456834576, 1.7148801023588685)",load,bus 70,lv,
180,load33,"(1.2780908647310765, 1.9005801023588684)",load,bus 71,lv,
181,load34,"(1.2314547023809526, 2.0427)",load,bus 72,lv,
182,load35,"(1.0457499404761905, 2.2284)",load,bus 73,lv,
183,gen0,"(0.34223609159312585, 1.446545811889565)",gen,bus 16,lv,
184,gen1,"(0.7209765790167909, 0.7863801023588682)",gen,bus 12,lv,
185,gen2,"(0.6979528258051246, 0.9199182002243947)",gen,bus 13,lv,
186,gen3,"(0.41939568294798185, 1.4770182002243946)",gen,bus 16,lv,
187,gen4,"(0.15653132968836397, 1.8179458118895653)",gen,bus 18,lv,
188,gen5,"(1.2550671115194105, 0.5485182002243947)",gen,bus 32,lv,
189,gen6,"(1.1622147305670294, 0.7342182002243947)",gen,bus 33,lv,
190,gen7,"(1.0693623496146485, 0.9199182002243947)",gen,bus 34,lv,
191,gen8,"(0.8138289599691718, 1.3434801023588683)",gen,bus 36,lv,
192,gen9,"(0.39578327380952383, 2.2284)",gen,bus 41,lv,
193,gen10,"(0.06367894873598301, 2.560745811889565)",gen,bus 43,lv,
194,gen11,"(1.6264766353289342, 0.5485182002243947)",gen,bus 49,lv,
195,gen12,"(1.5336242543765533, 0.7342182002243947)",gen,bus 50,lv,
196,gen13,"(1.8121813972336962, 0.9199182002243947)",gen,bus 66,lv,
197,gen14,"(1.719329016281315, 1.1056182002243946)",gen,bus 67,lv,
198,gen15,"(1.010454956175062, 2.2501900511794344)",gen,bus 73,lv,
