,name,pos,type,connection,voltage,connection_length
27,LV4.101 Bus 11,"(2.0034782608688775, 0.9456250000001097)",bus,,lv,
28,LV4.101 Bus 13,"(2.56, 0.5562499999989021)",bus,,lv,
29,LV4.101 Bus 15,"(1.0017391304344387, 3.504374999999012)",bus,,lv,
30,LV4.101 Bus 30,"(1.5582608695645725, 1.9468749999981336)",bus,,lv,
31,LV4.101 Bus 8,"(2.0034782608688775, 1.1681249999996706)",bus,,lv,
32,LV4.101 Bus 18,"(1.8921739130430484, 3.0593749999998905)",bus,,lv,
33,LV4.101 Bus 19,"(2.0034782608688775, 0.7231250000005489)",bus,,lv,
34,LV4.101 Bus 20,"(1.0017391304344387, 3.0593749999998905)",bus,,lv,
35,LV4.101 Bus 36,"(0.3895652173913903, 3.504374999999012)",bus,,lv,
36,LV4.101 Bus 37,"(0.3895652173913903, 3.281874999999451)",bus,,lv,
37,LV4.101 Bus 38,"(0.3895652173913903, 3.0593749999998905)",bus,,lv,
38,LV4.101 Bus 39,"(0.22260869565165814, 2.7812499999984626)",bus,,lv,
39,LV4.101 Bus 40,"(0.0, 2.558749999998902)",bus,,lv,
40,LV4.101 Bus 41,"(0.0, 2.280625000001427)",bus,,lv,
41,LV4.101 Bus 42,"(0.4452173913043048, 2.558749999998902)",bus,,lv,
42,LV4.101 Bus 43,"(0.4452173913043048, 2.280625000001427)",bus,,lv,
43,LV4.101 Bus 44,"(0.4452173913043048, 2.058124999997914)",bus,,lv,
44,LV4.101 Line 1,,line,"('LV4.101 Bus 2', 'LV4.101 Bus 9')",lv,0.0102194
45,LV4.101 Line 32,,line,"('LV4.101 Bus 4', 'LV4.101 Bus 6')",lv,0.0033599
46,LV4.101 Line 13,,line,"('LV4.101 Bus 23', 'LV4.101 Bus 22')",lv,0.0193425
47,LV4.101 Line 19,,line,"('LV4.101 Bus 17', 'LV4.101 Bus 4')",lv,0.0145647
48,LV4.101 Line 21,,line,"('LV4.101 Bus 18', 'LV4.101 Bus 26')",lv,0.0086066
49,LV4.101 Line 4,,line,"('LV4.101 Bus 12', 'LV4.101 Bus 14')",lv,0.0086502
50,LV4.101 Line 16,,line,"('LV4.101 Bus 7', 'LV4.101 Bus 29')",lv,0.0100102
51,LV4.101 Line 24,,line,"('LV4.101 Bus 34', 'LV4.101 Bus 19')",lv,0.0215937
52,LV4.101 Line 25,,line,"('LV4.101 Bus 13', 'LV4.101 Bus 25')",lv,0.00545982
53,LV4.101 Line 7,,line,"('LV4.101 Bus 32', 'LV4.101 Bus 15')",lv,0.00155176
54,LV4.101 Line 20,,line,"('LV4.101 Bus 21', 'LV4.101 Bus 16')",lv,0.0265452
55,LV4.101 Line 26,,line,"('LV4.101 Bus 14', 'LV4.101 Bus 35')",lv,0.00841669
56,LV4.101 Line 28,,line,"('LV4.101 Bus 3', 'LV4.101 Bus 34')",lv,0.00842855
57,LV4.101 Line 12,,line,"('LV4.101 Bus 8', 'LV4.101 Bus 28')",lv,0.0150463
58,LV4.101 Line 23,,line,"('LV4.101 Bus 24', 'LV4.101 Bus 30')",lv,0.000692473
59,LV4.101 Line 30,,line,"('LV4.101 Bus 15', 'LV4.101 Bus 31')",lv,0.00386957
60,LV4.101 Line 31,,line,"('LV4.101 Bus 10', 'LV4.101 Bus 3')",lv,0.0338425
61,LV4.101 Line 15,,line,"('LV4.101 Bus 11', 'LV4.101 Bus 8')",lv,0.00865991
62,LV4.101 Line 27,,line,"('LV4.101 Bus 29', 'LV4.101 Bus 1')",lv,0.014085
63,LV4.101 Line 2,,line,"('LV4.101 Bus 35', 'LV4.101 Bus 18')",lv,0.0163542
64,LV4.101 Line 3,,line,"('LV4.101 Bus 33', 'LV4.101 Bus 7')",lv,0.0084506
65,LV4.101 Line 5,,line,"('LV4.101 Bus 30', 'LV4.101 Bus 23')",lv,0.00194154
66,LV4.101 Line 6,,line,"('LV4.101 Bus 1', 'LV4.101 Bus 12')",lv,0.0114435
67,LV4.101 Line 22,,line,"('LV4.101 Bus 9', 'LV4.101 Bus 20')",lv,0.00842842
68,LV4.101 Line 33,,line,"('LV4.101 Bus 5', 'LV4.101 Bus 32')",lv,0.00234758
69,LV4.101 Line 9,,line,"('LV4.101 Bus 35', 'LV4.101 Bus 21')",lv,0.0212224
70,LV4.101 Line 10,,line,"('LV4.101 Bus 28', 'LV4.101 Bus 17')",lv,0.0290657
71,LV4.101 Line 11,,line,"('LV4.101 Bus 31', 'LV4.101 Bus 20')",lv,0.0533081
72,LV4.101 Line 14,,line,"('LV4.101 Bus 26', 'LV4.101 Bus 5')",lv,0.0150244
73,LV4.101 Line 29,,line,"('LV4.101 Bus 19', 'LV4.101 Bus 11')",lv,0.0192342
74,LV4.101 Line 8,,line,"('LV4.101 Bus 16', 'LV4.101 Bus 24')",lv,0.0265444
75,LV4.101 Line 17,,line,"('LV4.101 Bus 28', 'LV4.101 Bus 33')",lv,0.0187825
76,LV4.101 Line 18,,line,"('LV4.101 Bus 6', 'LV4.101 Bus 13')",lv,0.00867777
77,LV4.101 Line 34,,line,"('LV4.101 Bus 32', 'LV4.101 Bus 36')",lv,0.06
78,LV4.101 Line 35,,line,"('LV4.101 Bus 36', 'LV4.101 Bus 37')",lv,0.028
79,LV4.101 Line 36,,line,"('LV4.101 Bus 37', 'LV4.101 Bus 38')",lv,0.036
80,LV4.101 Line 37,,line,"('LV4.101 Bus 38', 'LV4.101 Bus 39')",lv,0.021
81,LV4.101 Line 38,,line,"('LV4.101 Bus 39', 'LV4.101 Bus 40')",lv,0.041
82,LV4.101 Line 39,,line,"('LV4.101 Bus 40', 'LV4.101 Bus 41')",lv,0.022
83,LV4.101 Line 40,,line,"('LV4.101 Bus 39', 'LV4.101 Bus 42')",lv,0.028
84,LV4.101 Line 41,,line,"('LV4.101 Bus 42', 'LV4.101 Bus 43')",lv,0.02
85,LV4.101 Line 42,,line,"('LV4.101 Bus 43', 'LV4.101 Bus 44')",lv,0.026
86,MV1.101-LV4.101-Trafo 1,"(1.9756521739129145, 2.3918749999992315)",trafo,"('MV1.101 Bus 52', 'LV4.101 Bus 32')",lv,
87,LV4.101 Load 1,"(1.9561739130430484, 3.0593749999998905)",load,LV4.101 Bus 18,lv,
88,LV4.101 Load 30,"(1.5666086956516583, 2.4474999999991214)",load,LV4.101 Bus 16,lv,
89,LV4.101 Load 11,"(1.0657391304344388, 2.558749999998902)",load,LV4.101 Bus 2,lv,
90,LV4.101 Load 17,"(1.0657391304344388, 3.281874999999451)",load,LV4.101 Bus 31,lv,
91,LV4.101 Load 18,"(2.345739130434439, 2.0025)",load,LV4.101 Bus 29,lv,
92,LV4.101 Load 20,"(2.624, 1.1681249999996706)",load,LV4.101 Bus 17,lv,
93,LV4.101 Load 4,"(2.0674782608688775, 1.1681249999996706)",load,LV4.101 Bus 8,lv,
94,LV4.101 Load 16,"(2.0674782608688775, 0.7231250000005489)",load,LV4.101 Bus 19,lv,
95,LV4.101 Load 22,"(2.624, 0.5562499999989021)",load,LV4.101 Bus 13,lv,
96,LV4.101 Load 6,"(1.6222608695645726, 1.5575000000008783)",load,LV4.101 Bus 22,lv,
97,LV4.101 Load 19,"(1.9095246425362602, 3.2306012313124857)",load,LV4.101 Bus 26,lv,
98,LV4.101 Load 24,"(1.0100869565215242, 2.7812499999984626)",load,LV4.101 Bus 9,lv,
99,LV4.101 Load 25,"(1.5666086956516583, 1.7800000000004392)",load,LV4.101 Bus 23,lv,
100,LV4.101 Load 27,"(2.345739130434439, 1.6131249999987924)",load,LV4.101 Bus 33,lv,
101,LV4.101 Load 12,"(1.0657391304344388, 3.0593749999998905)",load,LV4.101 Bus 20,lv,
102,LV4.101 Load 23,"(1.5666086956516583, 2.1693750000016467)",load,LV4.101 Bus 24,lv,
103,LV4.101 Load 29,"(2.624, 0.778749999998463)",load,LV4.101 Bus 6,lv,
104,LV4.101 Load 14,"(1.9095246425362602, 3.4531012313120466)",load,LV4.101 Bus 5,lv,
105,LV4.101 Load 26,"(2.0108265317964436, 3.4931080594248543)",load,LV4.101 Bus 5,lv,
106,LV4.101 Load 31,"(1.5666086956516583, 2.6699999999986823)",load,LV4.101 Bus 21,lv,
107,LV4.101 Load 33,"(2.0674782608688775, 0.22249999999956083)",load,LV4.101 Bus 3,lv,
108,LV4.101 Load 2,"(1.0657391304344388, 3.504374999999012)",load,LV4.101 Bus 15,lv,
109,LV4.101 Load 3,"(0.9634376860147358, 3.4531012313120466)",load,LV4.101 Bus 15,lv,
110,LV4.101 Load 5,"(2.624, 1.0012499999980238)",load,LV4.101 Bus 4,lv,
111,LV4.101 Load 21,"(2.0674782608688775, 0.9456250000001097)",load,LV4.101 Bus 11,lv,
112,LV4.101 Load 32,"(2.345739130434439, 1.7800000000004392)",load,LV4.101 Bus 7,lv,
113,LV4.101 Load 7,"(2.0674782608688775, 0.5006250000009881)",load,LV4.101 Bus 34,lv,
114,LV4.101 Load 9,"(2.624, 0.33374999999934124)",load,LV4.101 Bus 25,lv,
115,LV4.101 Load 10,"(2.345739130434439, 2.224999999999561)",load,LV4.101 Bus 1,lv,
116,LV4.101 Load 13,"(2.345739130434439, 2.6699999999986823)",load,LV4.101 Bus 14,lv,
117,LV4.101 Load 28,"(2.345739130434439, 2.4474999999991214)",load,LV4.101 Bus 12,lv,
118,LV4.101 Load 8,"(2.0674782608688775, 0.0)",load,LV4.101 Bus 10,lv,
119,LV4.101 Load 15,"(1.6222608695645726, 1.9468749999981336)",load,LV4.101 Bus 30,lv,
120,LV4.101 Load 34,"(0.35126377297168737, 3.4531012313120466)",load,LV4.101 Bus 36,lv,
121,LV4.101 Load 35,"(0.35126377297168737, 3.2306012313124857)",load,LV4.101 Bus 37,lv,
122,LV4.101 Load 36,"(0.35126377297168737, 3.008101231312925)",load,LV4.101 Bus 38,lv,
123,LV4.101 Load 37,"(-0.038301444419702915, 2.5074762313119368)",load,LV4.101 Bus 40,lv,
124,LV4.101 Load 38,"(-0.038301444419702915, 2.2293512313144617)",load,LV4.101 Bus 41,lv,
125,LV4.101 Load 39,"(0.4069159468846019, 2.5074762313119368)",load,LV4.101 Bus 42,lv,
126,LV4.101 Load 40,"(0.4069159468846019, 2.2293512313144617)",load,LV4.101 Bus 43,lv,
127,LV4.101 Load 41,"(0.4069159468846019, 2.006851231310949)",load,LV4.101 Bus 44,lv,
128,LV4.101 Load 42,"(0.4215652173913903, 3.0593749999998905)",load,LV4.101 Bus 38,lv,
129,LV4.101 Load 43,"(0.4215652173913903, 3.281874999999451)",load,LV4.101 Bus 37,lv,
130,LV4.101 Load 44,"(1.5902608695645726, 1.5575000000008783)",load,LV4.101 Bus 22,lv,
131,LV4.101 SGen 1,"(2.0354782608688775, 0.7231250000005489)",gen,LV4.101 Bus 19,lv,
132,LV4.101 Storage 1,"(2.243437686014736, 2.618726231311717)",storage,LV4.101 Bus 14,lv,
