,name,pos,type,connection,voltage,connection_length
145,bus 145,"(2.014686274509804, 0.5445)",bus,,lv,
146,bus 146,"(1.9602352941176473, 0.6534)",bus,,lv,
147,bus 147,"(1.9057843137254904, 0.7623)",bus,,lv,
148,bus 148,"(1.8513333333333333, 0.8712)",bus,,lv,
149,bus 149,"(1.7968823529411766, 0.9801)",bus,,lv,
150,bus 150,"(1.7424313725490197, 1.089)",bus,,lv,
151,bus 151,"(1.6879803921568628, 1.1979000000000002)",bus,,lv,
152,bus 152,"(1.6335294117647061, 1.3068)",bus,,lv,
153,bus 153,"(1.579078431372549, 1.4157000000000002)",bus,,lv,
154,bus 154,"(1.5246274509803923, 1.5246)",bus,,lv,
155,bus 155,"(1.4701764705882354, 1.6335000000000002)",bus,,lv,
156,bus 156,"(1.4157254901960783, 1.7424)",bus,,lv,
157,bus 157,"(1.3612745098039216, 1.8513000000000002)",bus,,lv,
158,bus 158,"(1.3068235294117647, 1.9602)",bus,,lv,
159,bus 159,"(1.1979215686274511, 2.0691)",bus,,lv,
160,bus 160,"(2.286941176470588, 0.2178)",bus,,lv,
161,bus 161,"(2.2324901960784316, 0.3267)",bus,,lv,
162,bus 162,"(2.1780392156862747, 0.4356)",bus,,lv,
163,bus 163,"(2.1235882352941178, 0.5445)",bus,,lv,
164,bus 164,"(2.069137254901961, 0.6534)",bus,,lv,
165,bus 165,"(2.3413921568627454, 0.3267)",bus,,lv,
166,bus 166,"(2.286941176470588, 0.4356)",bus,,lv,
167,bus 167,"(2.2324901960784316, 0.5445)",bus,,lv,
168,bus 168,"(2.1780392156862747, 0.6534)",bus,,lv,
169,bus 169,"(2.069137254901961, 0.7623)",bus,,lv,
170,bus 170,"(2.5047450980392156, 0.2178)",bus,,lv,
171,bus 171,"(2.4502941176470587, 0.3267)",bus,,lv,
172,bus 172,"(2.3958431372549023, 0.4356)",bus,,lv,
173,bus 173,"(2.3413921568627454, 0.5445)",bus,,lv,
174,bus 174,"(2.286941176470588, 0.6534)",bus,,lv,
175,bus 175,"(2.2324901960784316, 0.7623)",bus,,lv,
176,bus 176,"(2.1780392156862747, 0.8712)",bus,,lv,
177,bus 177,"(2.1235882352941178, 0.9801)",bus,,lv,
178,bus 178,"(2.069137254901961, 1.089)",bus,,lv,
179,bus 179,"(2.014686274509804, 1.1979000000000002)",bus,,lv,
180,bus 180,"(1.9602352941176473, 1.3068)",bus,,lv,
181,bus 181,"(1.9057843137254904, 1.4157000000000002)",bus,,lv,
182,bus 182,"(1.8513333333333333, 1.5246)",bus,,lv,
183,bus 183,"(2.5591960784313725, 0.3267)",bus,,lv,
184,bus 184,"(2.5047450980392156, 0.4356)",bus,,lv,
185,bus 185,"(2.4502941176470587, 0.5445)",bus,,lv,
186,bus 186,"(2.3958431372549023, 0.6534)",bus,,lv,
187,bus 187,"(2.3413921568627454, 0.7623)",bus,,lv,
188,bus 188,"(2.286941176470588, 0.8712)",bus,,lv,
189,bus 189,"(2.2324901960784316, 0.9801)",bus,,lv,
190,bus 190,"(2.1780392156862747, 1.089)",bus,,lv,
191,bus 191,"(2.1235882352941178, 1.1979000000000002)",bus,,lv,
192,bus 192,"(2.069137254901961, 1.3068)",bus,,lv,
193,bus 193,"(2.014686274509804, 1.4157000000000002)",bus,,lv,
194,bus 194,"(1.9602352941176473, 1.5246)",bus,,lv,
195,bus 195,"(1.8513333333333333, 1.6335000000000002)",bus,,lv,
196,bus 196,"(2.7225490196078432, 0.2178)",bus,,lv,
197,bus 197,"(2.6680980392156863, 0.3267)",bus,,lv,
198,bus 198,"(2.6136470588235294, 0.4356)",bus,,lv,
199,bus 199,"(2.5591960784313725, 0.5445)",bus,,lv,
200,bus 200,"(2.777, 0.3267)",bus,,lv,
201,bus 201,"(2.7225490196078432, 0.4356)",bus,,lv,
202,bus 202,"(2.6680980392156863, 0.5445)",bus,,lv,
203,bus 203,"(2.5591960784313725, 0.6534)",bus,,lv,
204,line0,,line,"('busbar', 'bus 2')",lv,0.041
205,line1,,line,"('bus 2', 'bus 3')",lv,0.041
206,line2,,line,"('bus 3', 'bus 4')",lv,0.041
207,line3,,line,"('bus 4', 'bus 5')",lv,0.041
208,line4,,line,"('bus 5', 'bus 6')",lv,0.041
209,line5,,line,"('bus 6', 'bus 7')",lv,0.041
210,line6,,line,"('bus 7', 'bus 8')",lv,0.041
211,line7,,line,"('bus 8', 'bus 9')",lv,0.041
212,line8,,line,"('bus 9', 'bus 10')",lv,0.041
213,line9,,line,"('bus 2', 'bus 11')",lv,0.018
214,line10,,line,"('bus 3', 'bus 12')",lv,0.018
215,line11,,line,"('bus 4', 'bus 13')",lv,0.018
216,line12,,line,"('bus 5', 'bus 14')",lv,0.018
217,line13,,line,"('bus 6', 'bus 15')",lv,0.018
218,line14,,line,"('bus 7', 'bus 16')",lv,0.018
219,line15,,line,"('bus 8', 'bus 17')",lv,0.018
220,line16,,line,"('bus 9', 'bus 18')",lv,0.018
221,line17,,line,"('bus 10', 'bus 19')",lv,0.018
222,line18,,line,"('busbar', 'bus 20')",lv,0.017
223,line19,,line,"('bus 20', 'bus 21')",lv,0.017
224,line20,,line,"('bus 21', 'bus 22')",lv,0.017
225,line21,,line,"('bus 22', 'bus 23')",lv,0.017
226,line22,,line,"('bus 23', 'bus 24')",lv,0.017
227,line23,,line,"('bus 24', 'bus 25')",lv,0.017
228,line24,,line,"('bus 25', 'bus 26')",lv,0.017
229,line25,,line,"('bus 26', 'bus 27')",lv,0.017
230,line26,,line,"('bus 27', 'bus 28')",lv,0.017
231,line27,,line,"('bus 28', 'bus 29')",lv,0.017
232,line28,,line,"('bus 29', 'bus 30')",lv,0.017
233,line29,,line,"('bus 30', 'bus 31')",lv,0.017
234,line30,,line,"('bus 31', 'bus 32')",lv,0.017
235,line31,,line,"('bus 32', 'bus 33')",lv,0.017
236,line32,,line,"('bus 33', 'bus 34')",lv,0.017
237,line33,,line,"('bus 34', 'bus 35')",lv,0.017
238,line34,,line,"('bus 35', 'bus 36')",lv,0.017
239,line35,,line,"('bus 20', 'bus 37')",lv,0.018
240,line36,,line,"('bus 21', 'bus 38')",lv,0.018
241,line37,,line,"('bus 22', 'bus 39')",lv,0.018
242,line38,,line,"('bus 23', 'bus 40')",lv,0.018
243,line39,,line,"('bus 24', 'bus 41')",lv,0.018
244,line40,,line,"('bus 25', 'bus 42')",lv,0.018
245,line41,,line,"('bus 26', 'bus 43')",lv,0.018
246,line42,,line,"('bus 27', 'bus 44')",lv,0.018
247,line43,,line,"('bus 28', 'bus 45')",lv,0.018
248,line44,,line,"('bus 29', 'bus 46')",lv,0.018
249,line45,,line,"('bus 30', 'bus 47')",lv,0.018
250,line46,,line,"('bus 31', 'bus 48')",lv,0.018
251,line47,,line,"('bus 32', 'bus 49')",lv,0.018
252,line48,,line,"('bus 33', 'bus 50')",lv,0.018
253,line49,,line,"('bus 34', 'bus 51')",lv,0.018
254,line50,,line,"('bus 35', 'bus 52')",lv,0.018
255,line51,,line,"('bus 36', 'bus 53')",lv,0.018
256,line52,,line,"('busbar', 'bus 54')",lv,0.056
257,line53,,line,"('bus 54', 'bus 55')",lv,0.056
258,line54,,line,"('bus 55', 'bus 56')",lv,0.056
259,line55,,line,"('bus 56', 'bus 57')",lv,0.056
260,line56,,line,"('bus 57', 'bus 58')",lv,0.056
261,line57,,line,"('bus 54', 'bus 59')",lv,0.018
262,line58,,line,"('bus 55', 'bus 60')",lv,0.018
263,line59,,line,"('bus 56', 'bus 61')",lv,0.018
264,line60,,line,"('bus 57', 'bus 62')",lv,0.018
265,line61,,line,"('bus 58', 'bus 63')",lv,0.018
266,line62,,line,"('busbar', 'bus 64')",lv,0.018
267,line63,,line,"('bus 64', 'bus 65')",lv,0.018
268,line64,,line,"('bus 65', 'bus 66')",lv,0.018
269,line65,,line,"('bus 66', 'bus 67')",lv,0.018
270,line66,,line,"('bus 67', 'bus 68')",lv,0.018
271,line67,,line,"('bus 68', 'bus 69')",lv,0.018
272,line68,,line,"('bus 69', 'bus 70')",lv,0.018
273,line69,,line,"('bus 70', 'bus 71')",lv,0.018
274,line70,,line,"('bus 71', 'bus 72')",lv,0.018
275,line71,,line,"('bus 72', 'bus 73')",lv,0.018
276,line72,,line,"('bus 73', 'bus 74')",lv,0.018
277,line73,,line,"('bus 74', 'bus 75')",lv,0.018
278,line74,,line,"('bus 75', 'bus 76')",lv,0.018
279,line75,,line,"('bus 64', 'bus 77')",lv,0.018
280,line76,,line,"('bus 65', 'bus 78')",lv,0.018
281,line77,,line,"('bus 66', 'bus 79')",lv,0.018
282,line78,,line,"('bus 67', 'bus 80')",lv,0.018
283,line79,,line,"('bus 68', 'bus 81')",lv,0.018
284,line80,,line,"('bus 69', 'bus 82')",lv,0.018
285,line81,,line,"('bus 70', 'bus 83')",lv,0.018
286,line82,,line,"('bus 71', 'bus 84')",lv,0.018
287,line83,,line,"('bus 72', 'bus 85')",lv,0.018
288,line84,,line,"('bus 73', 'bus 86')",lv,0.018
289,line85,,line,"('bus 74', 'bus 87')",lv,0.018
290,line86,,line,"('bus 75', 'bus 88')",lv,0.018
291,line87,,line,"('bus 76', 'bus 89')",lv,0.018
292,line88,,line,"('busbar', 'bus 90')",lv,0.035
293,line89,,line,"('bus 90', 'bus 91')",lv,0.035
294,line90,,line,"('bus 91', 'bus 92')",lv,0.035
295,line91,,line,"('bus 92', 'bus 93')",lv,0.035
296,line92,,line,"('bus 93', 'bus 94')",lv,0.035
297,line93,,line,"('bus 94', 'bus 95')",lv,0.035
298,line94,,line,"('bus 95', 'bus 96')",lv,0.035
299,line95,,line,"('bus 96', 'bus 97')",lv,0.035
300,line96,,line,"('bus 90', 'bus 98')",lv,0.018
301,line97,,line,"('bus 91', 'bus 99')",lv,0.018
302,line98,,line,"('bus 92', 'bus 100')",lv,0.018
303,line99,,line,"('bus 93', 'bus 101')",lv,0.018
304,line100,,line,"('bus 94', 'bus 102')",lv,0.018
305,line101,,line,"('bus 95', 'bus 103')",lv,0.018
306,line102,,line,"('bus 96', 'bus 104')",lv,0.018
307,line103,,line,"('bus 97', 'bus 105')",lv,0.018
308,line104,,line,"('busbar', 'bus 106')",lv,0.103
309,line105,,line,"('bus 106', 'bus 107')",lv,0.018
310,line106,,line,"('busbar', 'bus 108')",lv,0.046
311,line107,,line,"('bus 108', 'bus 109')",lv,0.046
312,line108,,line,"('bus 109', 'bus 110')",lv,0.046
313,line109,,line,"('bus 110', 'bus 111')",lv,0.046
314,line110,,line,"('bus 111', 'bus 112')",lv,0.046
315,line111,,line,"('bus 112', 'bus 113')",lv,0.046
316,line112,,line,"('bus 113', 'bus 114')",lv,0.046
317,line113,,line,"('bus 114', 'bus 115')",lv,0.046
318,line114,,line,"('bus 115', 'bus 116')",lv,0.046
319,line115,,line,"('bus 108', 'bus 117')",lv,0.018
320,line116,,line,"('bus 109', 'bus 118')",lv,0.018
321,line117,,line,"('bus 110', 'bus 119')",lv,0.018
322,line118,,line,"('bus 111', 'bus 120')",lv,0.018
323,line119,,line,"('bus 112', 'bus 121')",lv,0.018
324,line120,,line,"('bus 113', 'bus 122')",lv,0.018
325,line121,,line,"('bus 114', 'bus 123')",lv,0.018
326,line122,,line,"('bus 115', 'bus 124')",lv,0.018
327,line123,,line,"('bus 116', 'bus 125')",lv,0.018
328,line124,,line,"('busbar', 'bus 126')",lv,0.019
329,line125,,line,"('bus 126', 'bus 127')",lv,0.019
330,line126,,line,"('bus 127', 'bus 128')",lv,0.019
331,line127,,line,"('bus 128', 'bus 129')",lv,0.019
332,line128,,line,"('bus 129', 'bus 130')",lv,0.019
333,line129,,line,"('bus 130', 'bus 131')",lv,0.019
334,line130,,line,"('bus 131', 'bus 132')",lv,0.019
335,line131,,line,"('bus 132', 'bus 133')",lv,0.019
336,line132,,line,"('bus 133', 'bus 134')",lv,0.019
337,line133,,line,"('bus 134', 'bus 135')",lv,0.019
338,line134,,line,"('bus 135', 'bus 136')",lv,0.019
339,line135,,line,"('bus 136', 'bus 137')",lv,0.019
340,line136,,line,"('bus 137', 'bus 138')",lv,0.019
341,line137,,line,"('bus 138', 'bus 139')",lv,0.019
342,line138,,line,"('bus 139', 'bus 140')",lv,0.019
343,line139,,line,"('bus 140', 'bus 141')",lv,0.019
344,line140,,line,"('bus 141', 'bus 142')",lv,0.019
345,line141,,line,"('bus 126', 'bus 143')",lv,0.018
346,line142,,line,"('bus 127', 'bus 144')",lv,0.018
347,line143,,line,"('bus 128', 'bus 145')",lv,0.018
348,line144,,line,"('bus 129', 'bus 146')",lv,0.018
349,line145,,line,"('bus 130', 'bus 147')",lv,0.018
350,line146,,line,"('bus 131', 'bus 148')",lv,0.018
351,line147,,line,"('bus 132', 'bus 149')",lv,0.018
352,line148,,line,"('bus 133', 'bus 150')",lv,0.018
353,line149,,line,"('bus 134', 'bus 151')",lv,0.018
354,line150,,line,"('bus 135', 'bus 152')",lv,0.018
355,line151,,line,"('bus 136', 'bus 153')",lv,0.018
356,line152,,line,"('bus 137', 'bus 154')",lv,0.018
357,line153,,line,"('bus 138', 'bus 155')",lv,0.018
358,line154,,line,"('bus 139', 'bus 156')",lv,0.018
359,line155,,line,"('bus 140', 'bus 157')",lv,0.018
360,line156,,line,"('bus 141', 'bus 158')",lv,0.018
361,line157,,line,"('bus 142', 'bus 159')",lv,0.018
362,line158,,line,"('busbar', 'bus 160')",lv,0.065
363,line159,,line,"('bus 160', 'bus 161')",lv,0.065
364,line160,,line,"('bus 161', 'bus 162')",lv,0.065
365,line161,,line,"('bus 162', 'bus 163')",lv,0.065
366,line162,,line,"('bus 163', 'bus 164')",lv,0.065
367,line163,,line,"('bus 160', 'bus 165')",lv,0.018
368,line164,,line,"('bus 161', 'bus 166')",lv,0.018
369,line165,,line,"('bus 162', 'bus 167')",lv,0.018
370,line166,,line,"('bus 163', 'bus 168')",lv,0.018
371,line167,,line,"('bus 164', 'bus 169')",lv,0.018
372,line168,,line,"('busbar', 'bus 170')",lv,0.026
373,line169,,line,"('bus 170', 'bus 171')",lv,0.026
374,line170,,line,"('bus 171', 'bus 172')",lv,0.026
375,line171,,line,"('bus 172', 'bus 173')",lv,0.026
376,line172,,line,"('bus 173', 'bus 174')",lv,0.026
377,line173,,line,"('bus 174', 'bus 175')",lv,0.026
378,line174,,line,"('bus 175', 'bus 176')",lv,0.026
379,line175,,line,"('bus 176', 'bus 177')",lv,0.026
380,line176,,line,"('bus 177', 'bus 178')",lv,0.026
381,line177,,line,"('bus 178', 'bus 179')",lv,0.026
382,line178,,line,"('bus 179', 'bus 180')",lv,0.026
383,line179,,line,"('bus 180', 'bus 181')",lv,0.026
384,line180,,line,"('bus 181', 'bus 182')",lv,0.026
385,line181,,line,"('bus 170', 'bus 183')",lv,0.018
386,line182,,line,"('bus 171', 'bus 184')",lv,0.018
387,line183,,line,"('bus 172', 'bus 185')",lv,0.018
388,line184,,line,"('bus 173', 'bus 186')",lv,0.018
389,line185,,line,"('bus 174', 'bus 187')",lv,0.018
390,line186,,line,"('bus 175', 'bus 188')",lv,0.018
391,line187,,line,"('bus 176', 'bus 189')",lv,0.018
392,line188,,line,"('bus 177', 'bus 190')",lv,0.018
393,line189,,line,"('bus 178', 'bus 191')",lv,0.018
394,line190,,line,"('bus 179', 'bus 192')",lv,0.018
395,line191,,line,"('bus 180', 'bus 193')",lv,0.018
396,line192,,line,"('bus 181', 'bus 194')",lv,0.018
397,line193,,line,"('bus 182', 'bus 195')",lv,0.018
398,line194,,line,"('busbar', 'bus 196')",lv,0.031
399,line195,,line,"('bus 196', 'bus 197')",lv,0.031
400,line196,,line,"('bus 197', 'bus 198')",lv,0.031
401,line197,,line,"('bus 198', 'bus 199')",lv,0.031
402,line198,,line,"('bus 196', 'bus 200')",lv,0.018
403,line199,,line,"('bus 197', 'bus 201')",lv,0.018
404,line200,,line,"('bus 198', 'bus 202')",lv,0.018
405,line201,,line,"('bus 199', 'bus 203')",lv,0.018
406,trafo0,"(1.6879803921568628, 0.05445)",trafo,"('mv bus', 'busbar')",lv,
407,load0,"(0.7425752450980392, 0.3267)",load,bus 11,lv,
408,load1,"(0.6881242647058824, 0.4356)",load,bus 12,lv,
409,load2,"(0.6336732843137256, 0.5445)",load,bus 13,lv,
410,load3,"(0.5792223039215687, 0.6534)",load,bus 14,lv,
411,load4,"(0.45548212455207343, 0.7653674980163852)",load,bus 15,lv,
412,load5,"(0.40103114415991653, 0.8742674980163851)",load,bus 16,lv,
413,load6,"(0.3993921022819335, 1.0096369885953906)",load,bus 17,lv,
414,load7,"(0.3449411218897766, 1.1185369885953906)",load,bus 18,lv,
415,load8,"(0.2861446384912891, 1.1856780101662363)",load,bus 19,lv,
416,load9,"(0.9603791666666667, 0.3267)",load,bus 37,lv,
417,load10,"(0.9059281862745099, 0.4356)",load,bus 38,lv,
418,load11,"(0.8514772058823531, 0.5445)",load,bus 39,lv,
419,load12,"(0.7970262254901962, 0.6534)",load,bus 40,lv,
420,load13,"(0.7425752450980392, 0.7623)",load,bus 41,lv,
421,load14,"(0.6881242647058824, 0.8712)",load,bus 42,lv,
422,load15,"(0.6336732843137256, 0.9801)",load,bus 43,lv,
423,load16,"(0.5792223039215687, 1.089)",load,bus 44,lv,
424,load17,"(0.5594838235294118, 1.1979000000000002)",load,bus 45,lv,
425,load18,"(0.5050328431372549, 1.3068)",load,bus 46,lv,
426,load19,"(0.4505818627450981, 1.4157000000000002)",load,bus 47,lv,
427,load20,"(0.3961308823529412, 1.5246)",load,bus 48,lv,
428,load21,"(0.34167990196078435, 1.6335000000000002)",load,bus 49,lv,
429,load22,"(0.2861446384912891, 1.730178010166236)",load,bus 50,lv,
430,load23,"(0.2327779411764706, 1.8513000000000002)",load,bus 51,lv,
431,load24,"(0.0777944499845461, 2.022265718370469)",load,bus 52,lv,
432,load25,"(-0.031107510799767635, 2.131165718370469)",load,bus 53,lv,
433,load26,"(1.1617058277721295, 0.3562369885953906)",load,bus 59,lv,
434,load27,"(1.1072548473799728, 0.4651369885953906)",load,bus 60,lv,
435,load28,"(1.0190148720510965, 0.5755328591852343)",load,bus 61,lv,
